Subject,Predicate,Object,Section,PMCID
ReducedSystemicDrugAvailability,isCausedBy,ImpairedSodiumValproateBindingEfficiency,Discussion,12339188
SCN1AGenotyping,hasFunction,SupportsPersonalizedDosingStrategy,Discussion,12339188
SCN1AGenotyping,hasFunction,IdentifiesHighRiskTreatmentFailure,Discussion,12339188
HighRiskGenotype,hasAssociationWith,EarlyConsiderationOfAlternativeFirstLineAgent,Discussion,12339188
TherapeuticDrugMonitoring,hasFunction,GuidesDosageEscalation,Discussion,12339188
ILAEGuideline,hasFunction,ClassifiesSeizureType,Discussion,12339188
EpilepticSeizure,hasPhenotype,GeneralizedSeizure,Discussion,12339188
EpilepticSeizure,hasPhenotype,FocalSeizure,Discussion,12339188
EpilepticSeizure,hasPhenotype,UnknownOnsetSeizure,Discussion,12339188
SCN1ADysfunctionSeverity,hasAssociationWith,EpilepsyPhenotypeSeverity,Discussion,12339188
MildSCN1ADysfunction,hasPhenotype,IsolatedSeizure,Discussion,12339188
ModerateSevereSCN1ADysfunction,hasAssociatedDisorder,GEFSPlus,Discussion,12339188
GEFSPlus,isInducedBy,FebrileConvulsion,Discussion,12339188
TruncatingSCN1AMutation,hasAssociatedDisorder,DravetSyndrome,Discussion,12339188
ChineseHanPopulation,hasAssociationWith,LimitedGeneralizability,Discussion,12339188
FunctionalValidation,hasFunction,ElectrophysiologicalAssay,Discussion,12339188
FunctionalValidation,hasFunction,MetabolomicProfiling,Discussion,12339188
MedicationAdherence,hasAssociationWith,TreatmentOutcomeVariability,Discussion,12339188
PolygenicContribution,hasAssociationWith,AntiepilepticDrugResistance,Discussion,12339188
DravetSyndrome,isA,DevelopmentalEncephalopathy,Introduction,12362160
DravetSyndrome,isA,EpilepticEncephalopathy,Introduction,12362160
DravetSyndrome,hasAgeOfOnset,FirstYearOfLife,Introduction,12362160
DravetSyndrome,hasPhenotype,MultipleSeizureTypes,Introduction,12362160
DravetSyndrome,hasPhenotype,FebrileSeizure,Introduction,12362160
DravetSyndrome,hasPhenotype,AfebrileSeizure,Introduction,12362160
DravetSyndrome,hasPhenotype,BehavioralDysfunction,Introduction,12362160
DravetSyndrome,hasPhenotype,CognitiveDysfunction,Introduction,12362160
Seizure,isInducedBy,Fever,Introduction,12362160
Seizure,isInducedBy,Vaccination,Introduction,12362160
BrainMRI,hasPhenotype,TypicallyNormalFinding,Introduction,12362160
EEG,hasPhenotype,NonspecificAbnormalFinding,Introduction,12362160
DravetSyndrome,hasAssociatedMutationIn,SCN1A,Introduction,12362160
DravetSyndrome,hasPhenotype,DrugResistantSeizure,Introduction,12362160
DrugResistantSeizure,hasPhenotype,StatusEpilepticus,Introduction,12362160
DrugResistantSeizure,hasPhenotype,SeizureClustering,Introduction,12362160
StatusEpilepticus,isInducedBy,FebrileInfection,Introduction,12362160
SeizureClustering,isInducedBy,FebrileInfection,Introduction,12362160
DravetSyndrome,hasPrematureMortality,SUDEP,Introduction,12362160
DravetSyndrome,hasEtiology,SCN1ALossOfFunction,Introduction,12362160
Perampanel,hasFunction,AMPAReceptorAntagonist,Introduction,12362160
Perampanel,hasBindingTo,AMPAReceptor,Introduction,12362160
AMPAReceptorAntagonist,hasFunction,ReducesNeuronalHyperexcitation,Introduction,12362160
NeuronalHyperexcitation,hasEtiology,GlutamateActivityAtAMPAReceptor,Introduction,12362160
Perampanel,hasPreferredMedication,AdjunctiveTherapyForPartialOnsetSeizure,Introduction,12362160
PartialOnsetSeizure,hasPhenotype,SecondarilyGeneralizedSeizure,Introduction,12362160
DravetSyndrome,hasPreferredMedication,Valproate,Introduction,12362160
DravetSyndrome,hasPreferredMedication,Clobazam,Introduction,12362160
DravetSyndrome,hasPreferredMedication,Stiripentol,Introduction,12362160
DravetSyndrome,hasPreferredMedication,Topiramate,Introduction,12362160
DravetSyndrome,hasPreferredMedication,Levetiracetam,Introduction,12362160
DravetSyndrome,hasPreferredMedication,Clonazepam,Introduction,12362160
SodiumChannelBlocker,hasFunction,MayWorsenSeizureControlInDravetSyndrome,Introduction,12362160
DravetSyndrome,hasEtiology,AvoidSodiumChannelBlocker,Introduction,12362160
Fenfluramine,hasFunction,AntiseizureMedication,Introduction,12362160
Cannabidiol,hasFunction,AntiseizureMedication,Introduction,12362160
ProspectiveObservationalCohort,hasPhenotype,SingleCenterDesign,Methods,12362160
ProspectiveObservationalCohort,isLocatedAt,ShenzhenChildrensHospital,Methods,12362160
Participant,hasRecordedAge,PediatricAge,Methods,12362160
Participant,hasAssociatedDisorder,DravetSyndrome,Methods,12362160
DravetSyndromeDiagnosis,hasPhenotype,ProlongedSeizure,Methods,12362160
DravetSyndromeDiagnosis,hasPhenotype,FebrileSeizure,Methods,12362160
DravetSyndromeDiagnosis,hasPhenotype,AfebrileSeizure,Methods,12362160
DravetSyndromeDiagnosis,hasPhenotype,FocalClonicSeizure,Methods,12362160
DravetSyndromeDiagnosis,hasPhenotype,GeneralizedClonicSeizure,Methods,12362160
Seizure,isInducedBy,Hyperthermia,Methods,12362160
Hyperthermia,hasEtiology,Vaccination,Methods,12362160
Hyperthermia,hasEtiology,Illness,Methods,12362160
Seizure,isInducedBy,FlashingLights,Methods,12362160
Seizure,isInducedBy,VisualPattern,Methods,12362160
Seizure,isInducedBy,Bathing,Methods,12362160
Seizure,isInducedBy,Eating,Methods,12362160
Seizure,isInducedBy,Overexertion,Methods,12362160
DravetSyndrome,hasPhenotype,IntractableSeizure,Methods,12362160
DravetSyndrome,hasPhenotype,CognitiveImpairment,Methods,12362160
DravetSyndrome,hasPhenotype,BehavioralImpairment,Methods,12362160
DravetSyndrome,hasPhenotype,GaitAbnormality,Methods,12362160
GaitAbnormality,hasPosture,CrouchGait,Methods,12362160
BrainMRI,hasPhenotype,NormalFindingAtBeginningStage,Methods,12362160
EEG,hasPhenotype,NonspecificFindingAtBeginningStage,Methods,12362160
SCN1AMutation,hasPhenotype,UsuallyDeNovo,Methods,12362160
SCN1AMutation,hasPhenotype,SometimesInherited,Methods,12362160
GeneticTesting,hasFunction,WholeExomeSequencing,Methods,12362160
GeneticTesting,hasFunction,EpilepsyGenePanelSequencing,Methods,12362160
SuspectedVariant,hasFunction,SangerSequencingValidation,Methods,12362160
Perampanel,hasFormulation,OralMedication,Methods,12362160
Perampanel,hasFunction,OnceDailyBedtimeAdministration,Methods,12362160
SeizureOutcome,hasValue,SeizureFrequencyReduction,Methods,12362160
ResponseRate,hasValue,SeizureFrequencyReductionThreshold,Methods,12362160
AdverseEvent,hasPhenotype,TreatmentEmergentEvent,Methods,12362160
RetentionRate,hasValue,MedicationContinuation,Methods,12362160
FeverEvent,hasValue,PredisposingFactorForSeizure,Methods,12362160
NeurodevelopmentalAssessment,hasFunction,WechslerIntelligenceScaleForChildren,Methods,12362160
NeurodevelopmentalAssessment,hasFunction,GesellDevelopmentalSchedule,Methods,12362160
DravetSyndromeCohort,hasPhenotype,PediatricParticipantGroup,Results,12362160
DravetSyndromeCohort,hasPhenotype,FocalEpilepsy,Results,12362160
DravetSyndromeCohort,hasPhenotype,CombinedFocalAndGeneralizedEpilepsy,Results,12362160
DravetSyndromeCohort,hasPhenotype,FocalSeizure,Results,12362160
DravetSyndromeCohort,hasPhenotype,GeneralizedTonicClonicSeizure,Results,12362160
DravetSyndromeCohort,hasPhenotype,AtypicalAbsenceSeizure,Results,12362160
DravetSyndromeCohort,hasPhenotype,MyoclonicSeizure,Results,12362160
DravetSyndromeCohort,hasPhenotype,StatusEpilepticus,Results,12362160
DravetSyndromeCohort,hasPhenotype,NonconvulsiveStatusEpilepticus,Results,12362160
DravetSyndromeCohort,hasPhenotype,MultipleSeizureTypesPerIndividual,Results,12362160
DravetSyndromeCohort,hasPhenotype,AutismSpectrumDisorder,Results,12362160
DravetSyndromeCohort,hasPhenotype,DevelopmentalDelay,Results,12362160
DravetSyndromeCohort,hasPhenotype,IntellectualDisability,Results,12362160
DravetSyndromeCohort,hasAssociatedMutationIn,SCN1A,Results,12362160
SCN1A,hasVariantType,MissenseMutation,Results,12362160
SCN1A,hasVariantType,NonsenseMutation,Results,12362160
SCN1A,hasVariantType,FrameshiftMutation,Results,12362160
SCN1A,hasVariantType,InFrameDeletionMutation,Results,12362160
SCN1A,hasVariantType,SpliceSiteMutation,Results,12362160
SCN1A,hasSequenceVariant,p.R118K,Results,12362160
SCN1A,hasSequenceVariant,p.R946H,Results,12362160
SCN1A,hasSequenceVariant,p.K1846Sfs*11,Results,12362160
PerampanelAddOnTherapy,hasPhenotype,SeizureFrequencyReduction,Results,12362160
PerampanelAddOnTherapy,hasPhenotype,SeizureControlledOutcome,Results,12362160
PerampanelAddOnTherapy,hasPhenotype,ResponderOutcome,Results,12362160
PerampanelAddOnTherapy,hasPhenotype,NonResponderOutcome,Results,12362160
Perampanel,hasFunction,IndividualizedDoseTitration,Results,12362160
AdverseEvent,hasPhenotype,Irritability,Results,12362160
AdverseEvent,hasPhenotype,Fatigue,Results,12362160
AdverseEvent,hasPhenotype,UnstableWalking,Results,12362160
AdverseEvent,hasPhenotype,Somnolence,Results,12362160
AdverseEvent,hasPhenotype,SluggishResponse,Results,12362160
AdverseEvent,hasPhenotype,Dizziness,Results,12362160
AdverseEvent,hasPhenotype,Headache,Results,12362160
AdverseEvent,hasPhenotype,DecreasedAppetite,Results,12362160
AdverseEvent,hasPhenotype,AbdominalPain,Results,12362160
AdverseEvent,hasPhenotype,Distraction,Results,12362160
AdverseEvent,hasPhenotype,Tumble,Results,12362160
AdverseEvent,hasPhenotype,TreatmentEarlyOnsetEvent,Results,12362160
AdverseEvent,hasFunction,ImprovesWithSlowTitration,Results,12362160
Perampanel,hasPhenotype,HighRetention,Results,12362160
PerampanelDiscontinuation,hasEtiology,LackOfEfficacy,Results,12362160
PerampanelDiscontinuation,hasEtiology,NotDueToSeriousAdverseEvent,Results,12362160
FeverEvent,isInducedBy,FebrileIllness,Results,12362160
FeverTriggeredSeizure,hasPhenotype,MayDecreaseAfterPerampanel,Results,12362160
NeurodevelopmentalOutcome,hasPhenotype,ImprovedAssessmentScore,Results,12362160
Perampanel,hasFunction,BroadSpectrumAntiseizureMedication,Discussion,12362160
Perampanel,hasPhenotype,EfficaciousInDravetSyndrome,Discussion,12362160
Perampanel,hasPhenotype,TolerableInDravetSyndrome,Discussion,12362160
Perampanel,hasPhenotype,EffectiveInRefractorySeizure,Discussion,12362160
Perampanel,hasPhenotype,EffectiveAcrossSeizureTypes,Discussion,12362160
Perampanel,hasPhenotype,MayReduceFeverTriggeredSeizure,Discussion,12362160
Perampanel,hasPhenotype,MayImproveNeurocognitiveFunction,Discussion,12362160
Perampanel,hasFunction,WeakensAMPAReceptorMediatedExcitotoxicity,Discussion,12362160
AMPAReceptor,isLocatedAt,PostsynapticMembrane,Discussion,12362160
CalciumPermeableAMPAReceptor,isLocatedAt,GABAergicInterneuron,Discussion,12362160
CalciumPermeableAMPAReceptor,hasExcitatoryFunction,EnhancesSynapticTransmission,Discussion,12362160
CalciumPermeableAMPAReceptor,hasExcitatoryFunction,MediatesFastExcitatoryNeurotransmission,Discussion,12362160
SeizureGeneration,hasEtiology,EnhancedExcitatoryNeurotransmission,Discussion,12362160
DravetSyndromeMouseModel,hasPhenotype,EnhancedSpontaneousExcitatoryNeurotransmission,Discussion,12362160
HyperthermiaInducedSeizure,isInducedBy,Hyperthermia,Discussion,12362160
Perampanel,hasPhenotype,ReducesHyperthermiaInducedSeizureSusceptibility,Discussion,12362160
Perampanel,hasPhenotype,ReducesHyperthermiaInducedSeizureSeverity,Discussion,12362160
SCN1A,hasGeneAttribute,EncodesNav1_1,Discussion,12362160
Nav1_1,isLocatedAt,InhibitoryInterneuron,Discussion,12362160
AMPAReceptor,isLocatedAt,InhibitoryInterneuron,Discussion,12362160
SCN1ALossOfFunction,hasEtiology,ReducedInhibitoryInterneuronFunction,Discussion,12362160
SCN1ALossOfFunction,hasEtiology,IncreasedNeuronalExcitability,Discussion,12362160
Perampanel,hasFunction,AntagonizesAMPAReceptor,Discussion,12362160
Perampanel,hasPhenotype,AdjunctiveOptionForSeizureControl,Discussion,12362160
KetogenicDiet,hasPhenotype,AdjunctiveTherapyForDravetSyndrome,Discussion,12362160
KetogenicDiet,hasPhenotype,GastrointestinalAdverseEvent,Discussion,12362160
Perampanel,hasPhenotype,OnceDailyAdministration,Discussion,12362160
Perampanel,hasPhenotype,ImprovesMedicationCompliance,Discussion,12362160
Perampanel,hasPhenotype,NoSeriousAdverseEvent,Discussion,12362160
Perampanel,hasPhenotype,AdverseEventImprovesWithDoseModification,Discussion,12362160
ProspectiveObservationalCohort,hasPhenotype,LimitedSampleSize,Discussion,12362160
ProspectiveObservationalCohort,hasDuration,ShortTermFollowUp,Discussion,12362160
Perampanel,hasPhenotype,CandidateForEarlierTherapyInSCN1ARelatedDravetSyndrome,Discussion,12362160
CannabisSativa,hasConstituent,Cannabidiol,Introduction,12514384
CannabisSativa,hasConstituent,Delta9Tetrahydrocannabinol,Introduction,12514384
Cannabidiol,hasBindingTo,CB1Receptor,Introduction,12514384
Cannabidiol,hasBindingTo,CB2Receptor,Introduction,12514384
Delta9Tetrahydrocannabinol,hasBindingTo,CB1Receptor,Introduction,12514384
Delta9Tetrahydrocannabinol,hasBindingTo,CB2Receptor,Introduction,12514384
CB1Receptor,isA,GProteinCoupledReceptor,Introduction,12514384
CB2Receptor,isA,GProteinCoupledReceptor,Introduction,12514384
GProteinCoupledReceptor,signalsThrough,InhibitoryGProteins,Introduction,12514384
InhibitoryGProteins,hasConstituent,Gi,Introduction,12514384
InhibitoryGProteins,hasConstituent,Go,Introduction,12514384
Delta9Tetrahydrocannabinol,hasFunction,PsychoactiveEffect,Introduction,12514384
Cannabidiol,hasBindingAffinity,LowCB1Affinity,Introduction,12514384
Cannabidiol,hasFunction,AntiseizureEffect,Introduction,12514384
Cannabidiol,hasFunction,AntipsychoticEffect,Introduction,12514384
Cannabidiol,hasFunction,AnxiolyticEffect,Introduction,12514384
Cannabidiol,hasFunction,AntiemeticEffect,Introduction,12514384
Cannabidiol,hasFunction,NeuroprotectiveEffect,Introduction,12514384
Cannabidiol,hasFunction,AnticancerEffect,Introduction,12514384
Cannabidiol,hasFunction,SleepPromotingEffect,Introduction,12514384
Cannabidiol,hasMechanismOfAction,FunctionalAntagonismAtGPR55Receptor,Introduction,12514384
Cannabidiol,hasMechanismOfAction,TRPV1ChannelDesensitization,Introduction,12514384
Cannabidiol,hasMechanismOfAction,ENT1Inhibition,Introduction,12514384
ENT1Inhibition,increases,ExtracellularAdenosineLevel,Introduction,12514384
HighlyPurifiedCannabidiol,isA,CannabidiolFormulation,Introduction,12514384
Epidyolex,hasFormulation,HighlyPurifiedCannabidiol,Introduction,12514384
Epidyolex,hasDelta9TetrahydrocannabinolContent,NegligibleDelta9TetrahydrocannabinolContent,Introduction,12514384
Epidyolex,hasRegulatoryStatus,NoRecognizedAbusePotential,Introduction,12514384
Epidyolex,hasRegulatoryStatus,NoRecognizedDependenceRisk,Introduction,12514384
Epidyolex,isApprovedAddOnTherapyFor,DrugResistantEpilepsy,Introduction,12514384
Epidyolex,isApprovedAddOnTherapyFor,DravetSyndrome,Introduction,12514384
Epidyolex,isApprovedAddOnTherapyFor,LennoxGastautSyndrome,Introduction,12514384
Epidyolex,isApprovedAddOnTherapyFor,TuberousSclerosisComplex,Introduction,12514384
HighlyPurifiedCannabidiolTherapy,isUsedFor,DrugResistantEpilepsy,Introduction,12514384
Italy,hasRegulatoryEnvironment,UnstableCannabidiolRegulation,Introduction,12514384
UnstableCannabidiolRegulation,creates,TreatmentAccessUncertainty,Introduction,12514384
UnstableCannabidiolRegulation,creates,PrescriptionRequirementChanges,Introduction,12514384
UnstableCannabidiolRegulation,creates,DispensingRequirementChanges,Introduction,12514384
UnstableCannabidiolRegulation,increases,PackagingUpdateBurden,Introduction,12514384
UnstableCannabidiolRegulation,increases,LabelingUpdateBurden,Introduction,12514384
UnstableCannabidiolRegulation,increases,RegulatoryDocumentationUpdateBurden,Introduction,12514384
UnstableCannabidiolRegulation,increases,LogisticalDifficulty,Introduction,12514384
UnstableCannabidiolRegulation,increases,OperationalCost,Introduction,12514384
CannabidiolPlasmaMonitoring,isUsedToAssess,SystemicCannabinoidExposure,Introduction,12514384
LongTermEpidyolexAdministration,mayCause,SystemicDelta9TetrahydrocannabinolExposure,Introduction,12514384
LongTermEpidyolexAdministration,mayCause,CannabinoidAccumulation,Introduction,12514384
RetrospectiveSingleCenterCohort,isConductedAt,ThirdLevelPediatricHospital,Methods,12514384
ThirdLevelPediatricHospital,isLocatedIn,GenoaItaly,Methods,12514384
RetrospectiveSingleCenterCohort,includesPopulation,PediatricPatients,Methods,12514384
PediatricPatients,hasCondition,DrugResistantEpilepsy,Methods,12514384
PediatricPatients,receivesTreatment,Epidyolex,Methods,12514384
Epidyolex,isUsedAs,AdjunctiveTherapy,Methods,12514384
AdjunctiveTherapy,targets,DrugResistantEpilepsy,Methods,12514384
PlasmaPredoseLevel,isA,CtroughLevel,Methods,12514384
CtroughLevel,isMeasuredFor,Cannabidiol,Methods,12514384
CtroughLevel,isMeasuredFor,Delta9Tetrahydrocannabinol,Methods,12514384
PlasmaCannabinoidQuantification,usesMethod,LiquidChromatographyTandemMassSpectrometry,Methods,12514384
LiquidChromatographyTandemMassSpectrometry,isA,AnalyticalTechnique,Methods,12514384
LaboratoryDatabase,stores,AnonymizedCannabinoidConcentrationData,Methods,12514384
InformedConsent,covers,AnonymousClinicalDataUseForResearchPurposes,Methods,12514384
EpidyolexDoseEscalation,isGuidedBy,SeizureControl,Methods,12514384
EpidyolexDoseEscalation,isGuidedBy,Tolerability,Methods,12514384
EpidyolexDoseEscalation,isGuidedBy,TherapeuticDrugMonitoring,Methods,12514384
TherapeuticDrugMonitoring,usesMeasurement,CtroughLevel,Methods,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,DravetSyndrome,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,TuberousSclerosisComplex,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,LennoxGastautSyndrome,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,RettSyndrome,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,PCDH19RelatedEpilepsy,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,KleefstraSyndrome,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,AlternatingHemiplegia,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,EpilepsyWithMyoclonicAtonicSeizures,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,DevelopmentalAndEpilepticEncephalopathy,Results,12514384
PediatricDrugResistantEpilepsyCohort,includesDiagnosis,CDKL5DeficiencyDisorder,Results,12514384
